"NoName","id","latitude","longitude","state","AUTO_UNIQUE_ID_2021-01-30_AdrianaGray_rgsample10","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4","ComputedAPN"
"165","65613","21.277634","-157.807724","HI",165,"1",1296.8506,"","AggieReverseGeocoder","",4.01,"723 8th Ave","Urban Honolulu","HI","96816","2111","32024031"
"166","37371","21.281796","-157.796875","HI",166,"1",796.9228,"","AggieReverseGeocoder","",4.01,"3690 Waialae Ave","Urban Honolulu","HI","96816","3236","33009038"
"167","157785","21.339989","-158.03804","HI",167,"1",1901.2767,"","AggieReverseGeocoder","",4.01,"91-1671 ELEMAKULE PL","Ewa Beach","HI","96706","","38393"
"168","326087","21.3761744","-158.0226388","HI",168,"1",31.3179,"","AggieReverseGeocoder","",4.01,"300 Farrington Hwy","Waipahu","HI","96797","2042","94028029"
"169","42971","21.326435","-157.803879","HI",169,"1",356.7324,"","AggieReverseGeocoder","",4.01,"3609 Kumukoa St","Urban Honolulu","HI","96822","1111","29062054"
"170","121742","21.334923","-158.02182","HI",170,"1",2087.9155,"","AggieReverseGeocoder","",4.01,"91-228 KAIELEELE PL","Ewa Beach","HI","96706","","43505"
"171","83890","21.319254","-157.852921","HI",171,"1",330.1432,"","AggieReverseGeocoder","",4.01,"1901 Pauoa Rd","Urban Honolulu","HI","96813","1569","22009012"
"172","73024","21.355799","-158.082932","HI",172,"1",969.9826,"","AggieReverseGeocoder","",4.01,"92-1243 PANANA ST","Kapolei","HI","96707","","382624"
"173","301481","21.29475","-157.832153","HI",173,"1",890.6827,"","AggieReverseGeocoder","",4.01,"1822 Algaroba St","Urban Honolulu","HI","96826","2604","23028011"
"174","234872","21.3172575","-157.8516807","HI",174,"1",265.6423,"","AggieReverseGeocoder","",4.01,"1769 Pali Hwy","Urban Honolulu","HI","96813","1612","22002008"
"175","344135","21.320143","-158.017166","HI",175,"1",1335.6143,"","AggieReverseGeocoder","",4.01,"91-1038 KAIHEENALU ST","Ewa Beach","HI","96706","","297614"
"176","504161","21.372575006","-158.024344124","HI",176,"1",31.2648,"","AggieReverseGeocoder","",4.01,"300 Farrington Hwy","Waipahu","HI","96797","2042","94028029"
"177","47586","21.296299","-157.708801","HI",177,"1",187.4881,"","AggieReverseGeocoder","",4.01,"595 Pepeekeo St","East Honolulu","HI","96825","5103","39038001"
"178","328365","21.402718","-158.01149","HI",178,"1",171.8882,"","AggieReverseGeocoder","",4.01,"1100 Kakala St","Waipahu","HI","96797","2065","94147113"
"179","35412","21.304903221","-157.860881011","HI",179,"1",1409.3819,"","AggieReverseGeocoder","",4.01,"417 S King St","Urban Honolulu","HI","96813","2943","21025003"
"180","174560","21.3970689","-157.996286","HI",180,"1",1689.101,"","AggieReverseGeocoder","",4.01,"94-444 HIAHIA LP","Waipahu","HI","96797","","571709"
"181","114346","21.317009","-158.022018","HI",181,"1",874.9939,"","AggieReverseGeocoder","",4.01,"91-1111 KAILEONUI ST","Ewa Beach","HI","96706","","77037"
"182","296081","21.42650608","-157.74993827","HI",182,"1",93.785,"","AggieReverseGeocoder","",4.01,"78 Aikahi Loop","Waimanalo","HI","96734","1676","44003011"
"183","204957","21.45627272","-157.82970848","HI",183,"1",1254.8535,"","AggieReverseGeocoder","",4.01,"47-358 KAM HWY","Kaneohe","HI","96744","","620692"
"184","217628","21.396091","-157.764374","HI",184,"1",828.1472,"","AggieReverseGeocoder","",4.01,"913 Kalanianaole Hwy","Waimanalo","HI","96734","4600","42015005"
"185","242852","21.385214772","-158.018776979","HI",185,"1",93.7802,"","AggieReverseGeocoder","",4.01,"300 Farrington Hwy","Waipahu","HI","96797","2042","94028029"
"186","414496","21.424072","-157.998962","HI",186,"1",1932.7052,"","AggieReverseGeocoder","",4.01,"94-1485 POKEO ST","Waipahu","HI","96797","","161740"
"187","91096","21.279469725","-157.702246893","HI",187,"1",437.4826,"","AggieReverseGeocoder","",4.01,"193 Anapalau St","East Honolulu","HI","96825","1837","39048001"
"188","257422","21.34104102","-158.04351761","HI",188,"1",2187.5133,"","AggieReverseGeocoder","",4.01,"91-1086 WILI ST","Ewa Beach","HI","96706","","331197"
"189","170492","21.344263","-157.8617311","HI",189,"1",359.4037,"","AggieReverseGeocoder","",4.01,"1581 Laumaile St","Hickam Housing","HI","96819","3717","13035003"
"190","114381","21.274214","-157.824142","HI",190,"1",906.2564,"","AggieReverseGeocoder","",4.01,"2482 Kalakaua Ave","Urban Honolulu","HI","96815","3240","26026020"
"191","303149","21.295158","-157.703201","HI",191,"1",156.2787,"","AggieReverseGeocoder","",4.01,"989 Kaahue St","East Honolulu","HI","96825","1348","39074090"
"192","151574","21.322357","-157.849625","HI",192,"1",1015.6279,"","AggieReverseGeocoder","",4.01,"21 Craigside Pl","Urban Honolulu","HI","96817","1763","22020002"
"193","102122","21.35108867","-157.8165536","HI",193,"1",517.1397,"","AggieReverseGeocoder","",4.01,"4121 Nuuanu Pali Dr","Urban Honolulu","HI","96817","1056","22055002"
"194","143225","21.45543718","-158.01328281","HI",194,"1",46.8967,"","AggieReverseGeocoder","",4.01,"108 Mohala Pl","Mililani Town","HI","96789","3319","95048042"
"195","150299","21.307502","-157.836264","HI",195,"1",250.0353,"","AggieReverseGeocoder","",4.01,"1702 Kewalo St","Urban Honolulu","HI","96822","3081","24028001"
"196","258119","21.27361327","-157.7856293","HI",196,"1",437.5103,"","AggieReverseGeocoder","",4.01,"4548 Kilauea Ave","Urban Honolulu","HI","96816","5014","35026004"
"197","62311","21.29665","-157.805374","HI",197,"1",343.7497,"","AggieReverseGeocoder","",4.01,"3007 Herman St","Urban Honolulu","HI","96816","1915","33052066"
"198","113190","21.397926","-158.023026","HI",198,"1",2109.448,"","AggieReverseGeocoder","",4.01,"94-1047 KAAHOLO ST","Waipahu","HI","96797","","596760"
"199","302530","21.3479542","-157.9146838","HI",199,"1",343.9606,"","AggieReverseGeocoder","",4.01,"926 Ala Kapua St","Aiea","HI","96818","2335","11054097"
"200","132323","21.396006","-157.941818","HI",200,"1",1920.1715,"","AggieReverseGeocoder","",4.01,"98-482 PONO ST","Aiea","HI","96701","","177036"
"201","54598","21.302649","-157.838344","HI",201,"1",1300.3184,"","AggieReverseGeocoder","",4.01,"1422 Keeaumoku St","Urban Honolulu","HI","96822","4376","24021025"
"202","209606","21.302078","-157.859177","HI",202,"1",578.153,"","AggieReverseGeocoder","",4.01,"607 South St","Urban Honolulu","HI","96813","5008","21031030"
"203","321316","21.571411","-158.112061","HI",203,"1",953.0665,"","AggieReverseGeocoder","",4.01,"66-926 LUPENUI PL","Waialua","HI","96791","","422976"
"204","270747","21.277052","-157.814255","HI",204,"1",359.3881,"","AggieReverseGeocoder","",4.01,"539 Kapahulu Ave","Urban Honolulu","HI","96815","3855","31017044"
"205","323250","21.38477866","-157.99289434","HI",205,"1",2031.2238,"","AggieReverseGeocoder","",4.01,"94-101 POAILANI CIR","Waipahu","HI","96797","","497681"
"206","32981","21.333883","-158.013046","HI",206,"1",1591.0794,"","AggieReverseGeocoder","",4.01,"91-326 HOOLU PL","Ewa Beach","HI","96706","","518653"
"207","78940","21.336952","-158.023193","HI",207,"1",2076.5091,"","AggieReverseGeocoder","",4.01,"91-1507 KUHIA PL","Ewa Beach","HI","96706","","611052"
"208","222380","21.31635462","-157.803321293","HI",208,"1",984.3647,"","AggieReverseGeocoder","",4.01,"3346 East Manoa Rd","Urban Honolulu","HI","96822","1330","29037002"
"209","34398","21.292869568","-157.799285889","HI",209,"1",374.9915,"","AggieReverseGeocoder","",4.01,"1715 Maoi Pl","Urban Honolulu","HI","96816","6205","33041078"
"210","206269","21.344584","-157.862579","HI",210,"1",406.3326,"","AggieReverseGeocoder","",4.01,"2339 Kalihi St","Hickam Housing","HI","96819","3706","13035001"
"211","175942","21.338196","-158.020935","HI",211,"1",1550.6872,"","AggieReverseGeocoder","",4.01,"91-1559 KEONEKAPU ST","Ewa Beach","HI","96706","","90981"
"212","33860","21.294797325","-157.84564209","HI",212,"1",375.0271,"","AggieReverseGeocoder","",4.01,"1318 Kapiolani Blvd","Urban Honolulu","HI","96814","3103","23015001"
"213","339273","21.310503","-157.861481","HI",213,"1",343.7408,"","AggieReverseGeocoder","",4.01,"52 S Hotel St","Urban Honolulu","HI","96813","3106","21003013"
"214","303192","21.389961","-157.739639","HI",214,"1",343.7789,"","AggieReverseGeocoder","",4.01,"392 Aoloa St","Waimanalo","HI","96734","3001","42001056"
"215","447947","21.329590862","-158.058004989","HI",215,"1",1374.9745,"","AggieReverseGeocoder","",4.01,"91-1039 PAPAA ST","Kapolei","HI","96707","","11595"
"216","43408","21.382263","-157.997635","HI",216,"1",1828.1313,"","AggieReverseGeocoder","",4.01,"94-1047 MAIKAI ST","Waipahu","HI","96797","","298721"
"217","70946","21.312386","-157.86142","HI",217,"1",1487.1617,"","AggieReverseGeocoder","",4.01,"1170 Nuuanu Ave","Urban Honolulu","HI","96817","5142","17004004"
"218","101738","21.405627781","-158.031545696","HI",218,"1",1515.6251,"","AggieReverseGeocoder","",4.01,"94-209 KAIHOLENA PL","Waipahu","HI","96797","","125827"
"219","180103","21.330811","-157.865601","HI",219,"1",375.0019,"","AggieReverseGeocoder","",4.01,"1245 N School St","Urban Honolulu","HI","96817","2014","16005025"
"220","446054","21.648104653","-157.919416422","HI",220,"1",812.5009,"","AggieReverseGeocoder","",4.01,"55-129 NAUPAKA ST","Laie","HI","96762","","384313"
"221","101726","21.26666646","-157.78366635","HI",221,"1",1062.4809,"","AggieReverseGeocoder","",4.01,"4679 Kolohala St","Urban Honolulu","HI","96816","5223","35031022"
"222","33940","21.318171857","-157.798809319","HI",222,"1",281.2621,"","AggieReverseGeocoder","",4.01,"3558 Woodlawn Dr","Urban Honolulu","HI","96822","1450","29047024"
"223","59983","21.347088","-157.865265","HI",223,"1",703.1865,"","AggieReverseGeocoder","",4.01,"2216 Wilson St","Hickam Housing","HI","96819","3636","13029067"
"224","99428","21.290165","-157.833939","HI",224,"1",597.6477,"","AggieReverseGeocoder","",4.01,"1876 Kapiolani Blvd","Urban Honolulu","HI","96826","3865","23033042"
"225","136793","21.439386","-158.0218596","HI",225,"1",125.0215,"","AggieReverseGeocoder","",4.01,"295 Kilau Pl","Mililani Town","HI","96789","2383","94109018"
"226","69647","21.454702655","-158.008048933","HI",226,"1",15.6217,"","AggieReverseGeocoder","",4.01,"100 Mohala Pl","Mililani Town","HI","96789","3319","95048044"
"227","177170","21.269241","-157.815765","HI",227,"1",1013.7291,"","AggieReverseGeocoder","",4.01,"3654 Leahi Ave","Urban Honolulu","HI","96815","4253","31024001"
"228","390000","21.29951861","-157.85755771","HI",228,"1",453.224,"","AggieReverseGeocoder","",4.01,"610 Cooke St","Urban Honolulu","HI","96813","6008","21051038"
"229","296630","21.269836","-157.81543","HI",229,"1",812.5797,"","AggieReverseGeocoder","",4.01,"3636 Leahi Ave","Urban Honolulu","HI","96815","4252","31024020"
"230","126407","21.34013","-157.930008","HI",230,"1",109.3954,"","AggieReverseGeocoder","",4.01,"3375 Salt Lake Blvd","Aiea","HI","96818","2145","11010004"
"231","94446","21.32872","-158.060593","HI",231,"1",1531.256,"","AggieReverseGeocoder","",4.01,"91-1118 KAUPEA ST","Kapolei","HI","96707","","355698"
"232","115378","21.318253","-157.849442","HI",232,"1",359.3842,"","AggieReverseGeocoder","",4.01,"1848 Lusitana St","Urban Honolulu","HI","96813","1538","22008059"
"233","116386","21.41476431","-157.80739417","HI",233,"1",1249.9836,"","AggieReverseGeocoder","",4.01,"46-222 KAHUHIPA ST","Kaneohe","HI","96744","","159483"
"234","347103","21.452072","-158.022797","HI",234,"1",234.4281,"","AggieReverseGeocoder","",4.01,"297 Kilau Pl","Mililani Town","HI","96789","2383","94109019"
"235","244322","21.29332","-157.827545","HI",235,"1",968.8022,"","AggieReverseGeocoder","",4.01,"935 Makahiki Way","Urban Honolulu","HI","96826","2896","27008015"
"236","321691","21.409332","-157.997162","HI",236,"1",2015.6416,"","AggieReverseGeocoder","",4.01,"94-1035 LEOMANA PL","Waipahu","HI","96797","","354213"
"237","137866","21.46347","-158.003204","HI",237,"1",31.2651,"","AggieReverseGeocoder","",4.01,"1051 Melia St","Mililani Town","HI","96789","6020","95050011"
"238","47552","21.332603","-158.059562","HI",238,"1",2130.7311,"","AggieReverseGeocoder","",4.01,"91-223 WAAKEA PL","Kapolei","HI","96707","","162865"
"239","535455","21.3016311","-157.8576977","HI",239,"1",921.8184,"","AggieReverseGeocoder","",4.01,"627 Queen St","Urban Honolulu","HI","96813","5113","21031032"
"240","319488","21.280083","-157.807846","HI",240,"1",1156.3954,"","AggieReverseGeocoder","",4.01,"838 7th Ave","Urban Honolulu","HI","96816","2159","32020034"
"241","73352","21.316982","-157.851105","HI",241,"1",921.8657,"","AggieReverseGeocoder","",4.01,"118 S Kuakini St","Urban Honolulu","HI","96813","1692","22008004"
"242","334892","21.422394","-157.803329","HI",242,"1",875.0609,"","AggieReverseGeocoder","",4.01,"46-255 LILIPUNA RD","Kaneohe","HI","96744","","108136"
"243","91965","21.28183974","-157.840292831","HI",243,"1",937.6208,"","AggieReverseGeocoder","",4.01,"1739 Ala Moana Blvd","Urban Honolulu","HI","96815","5700","23037012"
"244","164622","21.34811253","-157.82347167","HI",244,"1",671.9466,"","AggieReverseGeocoder","",4.01,"3927 Old Pali Rd","Urban Honolulu","HI","96817","1001","19004039"
"245","42450","21.280518","-157.791534","HI",245,"1",734.3592,"","AggieReverseGeocoder","",4.01,"1244 Ekaha Ave","Urban Honolulu","HI","96816","4247","33011026"
"246","522696","21.404168587","-158.009313097","HI",246,"1",78.1609,"","AggieReverseGeocoder","",4.01,"1100 Kakala St","Waipahu","HI","96797","2065","94147113"
"247","202096","21.384392","-158.016602","HI",247,"1",62.606,"","AggieReverseGeocoder","",4.01,"420 Farrington Hwy","Waipahu","HI","96797","2020","94027127"
"248","331876","21.32058","-157.852539","HI",248,"1",187.3146,"","AggieReverseGeocoder","",4.01,"1848 Nuuanu Ave","Urban Honolulu","HI","96817","2426","17011029"
"249","39639","21.271290953","-157.815870059","HI",249,"1",1234.2835,"","AggieReverseGeocoder","",4.01,"3512 Leahi Ave","Urban Honolulu","HI","96815","4240","31023027"
"250","57960","21.259216","-157.818802","HI",250,"1",171.9365,"","AggieReverseGeocoder","",4.01,"3022 Kalakaua Ave","Urban Honolulu","HI","96815","4730","31033020"
"251","104414","21.324501","-157.882111","HI",251,"1",499.965,"","AggieReverseGeocoder","",4.01,"322 Kalihi St","Hickam Housing","HI","96819","3274","12005004"
"252","166751","21.383942","-157.935959","HI",252,"1",1859.3935,"","AggieReverseGeocoder","",4.01,"98-325 KOAUKA ST","Aiea","HI","96701","","332384"
"253","604628","21.256807617","-157.814729443","HI",253,"1",374.9972,"","AggieReverseGeocoder","",4.01,"3190 Diamond Head Rd","Urban Honolulu","HI","96815","4720","31035002"
"254","218182","21.289757","-157.824142","HI",254,"1",359.4253,"","AggieReverseGeocoder","",4.01,"744 University Ave","Urban Honolulu","HI","96826","3130","27011027"
"255","34220","21.333876","-157.889755","HI",255,"1",843.8163,"","AggieReverseGeocoder","",4.01,"2424 Kamehameha Hwy","Hickam Housing","HI","96819","2379","12018003"
"256","289218","21.3480303","-157.9149167","HI",256,"1",312.5702,"","AggieReverseGeocoder","",4.01,"932 Ala Kapua St","Aiea","HI","96818","2335","11054096"
"257","97308","21.301653","-157.686737","HI",257,"1",406.2722,"","AggieReverseGeocoder","",4.01,"968 Waioli St","East Honolulu","HI","96825","2727","39062032"
"258","44809","21.365169","-157.916107","HI",258,"1",609.3489,"","AggieReverseGeocoder","",4.01,"4221 Halupa St","Aiea","HI","96818","1818","99065015"
"259","57033","21.436409","-158.177032","HI",259,"1",1016.742,"","AggieReverseGeocoder","",4.01,"86-184 LEIHOKU ST","Waianae","HI","96792","","127546"
"260","137674","21.301756","-157.686661","HI",260,"1",515.5632,"","AggieReverseGeocoder","",4.01,"976 Waioli St","East Honolulu","HI","96825","2747","39062031"
"261","523185","21.399741774","-157.736173545","HI",261,"1",281.2577,"","AggieReverseGeocoder","",4.01,"4 S Kalaheo Ave","Waimanalo","HI","96734","2724","43013010"
"262","75218","21.335838","-158.028641","HI",262,"1",2062.4792,"","AggieReverseGeocoder","",4.01,"91-1166 KEAALII PL","Ewa Beach","HI","96706","","109297"
"263","86493","21.3460926","-157.8902194","HI",263,"1",375.0174,"","AggieReverseGeocoder","",4.01,"1313 Ala Amoamo St","Hickam Housing","HI","96819","1706","11026008"
"264","348560","21.543867951","-157.84461443","HI",264,"1",765.6152,"","AggieReverseGeocoder","",4.01,"51-196 KAM HWY","Kaaawa","HI","96730","","283616"
"265","136796","21.33110266","-157.85650438","HI",265,"1",374.9965,"","AggieReverseGeocoder","",4.01,"2111 Kula St","Urban Honolulu","HI","96817","2139","18021048"
"266","594221","21.292271067","-157.8196101","HI",266,"1",1000.0242,"","AggieReverseGeocoder","",4.01,"1054 Kalo Pl","Urban Honolulu","HI","96826","1635","28024024"
"267","281223","21.365753","-157.935989","HI",267,"1",171.8822,"","AggieReverseGeocoder","",4.01,"4500 Luaole St","Aiea","HI","96818","3150","99075027"
"268","36334","21.393322","-157.797211","HI",268,"1",1038.4921,"","AggieReverseGeocoder","",4.01,"45-459 NUKOKI PL","Kaneohe","HI","96744","","512414"
"269","184737","21.310944","-157.816818","HI",269,"1",359.4036,"","AggieReverseGeocoder","",4.01,"2732 Manoa Rd","Urban Honolulu","HI","96822","1748","29016006"
"270","33800","21.278675","-157.828201","HI",270,"1",344.8883,"","AggieReverseGeocoder","",4.01,"311 Seaside Ave","Urban Honolulu","HI","96815","2518","26022003"
"271","60059","21.295662","-157.790131","HI",271,"1",406.2939,"","AggieReverseGeocoder","",4.01,"4625 Sierra Dr","Urban Honolulu","HI","96816","3309","33029002"
"272","170998","21.37823289","-158.020121","HI",272,"1",218.7401,"","AggieReverseGeocoder","",4.01,"300 Farrington Hwy","Waipahu","HI","96797","2042","94028029"
"273","80804","21.3480754","-157.8622397","HI",273,"1",343.7634,"","AggieReverseGeocoder","",4.01,"2327 Jennie St","Hickam Housing","HI","96819","3609","13033037"
"274","215280","21.288788","-157.828018","HI",274,"1",1061.8283,"","AggieReverseGeocoder","",4.01,"2323 Lime St","Urban Honolulu","HI","96826","4293","27005042"
"275","472329","21.296152596","-157.805192947","HI",275,"1",762.175,"","AggieReverseGeocoder","",4.01,"1574 Alencastre St","Urban Honolulu","HI","96816","1937","33052016"
"276","100746","21.296951","-157.807861","HI",276,"1",171.8992,"","AggieReverseGeocoder","",4.01,"1642 Saint Louis Dr","Urban Honolulu","HI","96816","1923","33051004"
"277","165691","21.353714206","-157.811458917","HI",277,"1",437.5079,"","AggieReverseGeocoder","",4.01,"4121 Nuuanu Pali Dr","Urban Honolulu","HI","96817","1056","22055002"
"278","58278","21.486616","-158.229045","HI",278,"1",672.1566,"","AggieReverseGeocoder","",4.01,"83-592 FARRINGTON HWY","Waianae","HI","96792","","150271"
"279","203437","21.307732","-157.844696","HI",279,"1",375.1823,"","AggieReverseGeocoder","",4.01,"1024 Spencer St","Urban Honolulu","HI","96822","3771","24016026"
"280","229388","21.61312977","-157.912436953","HI",280,"1",859.3702,"","AggieReverseGeocoder","",4.01,"54-180 KAWAIPAPA ST","Hauula","HI","96717","","27273"
