"","id","ReportType","CurrentStatus","Description","DateCreate_Converted","DateClosed_Converted","location","crecondate","clocondate","HLReportType","timespan","WeeksToClose"
"92",557563,"Trash","Closed","Multiple large appliances dumped on the corner by the telephone pole. It looks like there is a lot of safety glass shattered on the side walk. I think I reported this previously but it has not been picked up","07/25/2018 10:17:05 PM","07/26/2018 08:39:38 AM","(21.307372897, -157.847860403)",2018-07-25 22:17:05,2018-07-26 08:39:38,"Trash",37353s (~10.38 hours),0.0617609126984127
"93",557538,"Trash","Closed","Same guy been dumping his abandon vehicles along the front of the public housing. Thereis no clear walk way for people to walk to the bus stop.  Theywre walking on the middle of the road. Putting themselves in danger of drivers passing through in the nig","07/25/2018 05:44:19 PM","07/26/2018 07:49:32 AM","(21.448245875, -157.834059693)",2018-07-25 17:44:19,2018-07-26 07:49:32,"Trash",50713s (~14.09 hours),0.0838508597883598
"94",556703,"Tree","Closed","Palm trees growing into electric wires and also some blocking street light","07/24/2018 08:58:11 AM","07/24/2018 09:50:54 AM","(21.3057906, -157.8182181)",2018-07-24 08:58:11,2018-07-24 09:50:54,"Tree",3163s (~52.72 minutes),0.00522982804232804
"95",552711,"Tree","Closed","To whom this may concern, I've made a complaint before about the tree in front of our residence. I did get a call back from one of your employees and said tree was fine. I'm okay with that. What I'm not okay with is the bird droppings from the tree. It i","07/16/2018 06:18:21 PM","07/17/2018 08:23:50 AM","(21.363480877, -158.078057176)",2018-07-16 18:18:21,2018-07-17 08:23:50,"Tree",50729s (~14.09 hours),0.0838773148148148
"96",551900,"Pothole","Closed","pot hole","07/15/2018 02:32:16 PM","07/16/2018 09:50:13 AM","(21.398088061, -157.983299229)",2018-07-15 14:32:16,2018-07-16 09:50:13,"RoadSafety",69477s (~19.3 hours),0.114875992063492
"97",551614,"Trash","Closed","Matress","07/14/2018 12:46:23 PM","07/16/2018 08:49:42 AM","(21.291673166, -157.83064397)",2018-07-14 12:46:23,2018-07-16 08:49:42,"Trash",158599s (~1.84 days),0.262233796296296
"98",551612,"Trash","Closed","Mattress","07/14/2018 12:37:21 PM","07/16/2018 08:49:11 AM","(21.292360402, -157.830330713)",2018-07-14 12:37:21,2018-07-16 08:49:11,"Trash",159110s (~1.84 days),0.263078703703704
"99",551611,"Trash","Closed","Wood, toilet, refrigerator","07/14/2018 12:35:47 PM","07/16/2018 08:48:25 AM","(21.291833512, -157.830037353)",2018-07-14 12:35:47,2018-07-16 08:48:25,"Trash",159158s (~1.84 days),0.263158068783069
"100",551329,"Homeless","Closed","Blue tent. Outside of lowes. Blocking sidewalk","07/13/2018 05:23:46 PM","07/16/2018 08:56:40 AM","(21.314831348, -157.873972035)",2018-07-13 17:23:46,2018-07-16 08:56:40,"Homeless",228774s (~2.65 days),0.378263888888889
"101",550142,"Tree","Closed","Grass around the Waimanalo signage is getting high.  Is this city responsiblity by any chance? also the signage itself is started to rot, how does it get replaced?  Some community members and I would like to help, just looking for the proper resource per","07/11/2018 10:31:22 PM","07/12/2018 08:46:09 AM","(21.357697842, -157.732793872)",2018-07-11 22:31:22,2018-07-12 08:46:09,"Tree",36887s (~10.25 hours),0.0609904100529101
"102",549443,"Light","Closed","there are a few poles around this bend near the stream where lights are not working","07/10/2018 09:53:53 PM","07/11/2018 08:25:53 AM","(21.346091044, -157.711297824)",2018-07-10 21:53:53,2018-07-11 08:25:53,"RoadSafety",37920s (~10.53 hours),0.0626984126984127
"103",549439,"Trash","Closed","Mattress","07/10/2018 08:49:30 PM","07/11/2018 08:11:27 AM","(21.30944474, -157.844410181)",2018-07-10 20:49:30,2018-07-11 08:11:27,"Trash",40917s (~11.37 hours),0.0676537698412698
"104",544068,"Homeless","Closed","Vehicle towed and left. Owner claims being donated. Vehicle leaks fluid and has left multiple spots.","06/30/2018 12:54:22 PM","07/02/2018 07:55:32 AM","(21.3608036, -158.0910785)",2018-06-30 12:54:22,2018-07-02 07:55:32,"Homeless",154870s (~1.79 days),0.256068121693122
"105",547867,"Light","Closed","Light to turn left or right on Kamehameha doesn't seem to turn green v waited while the surrounding lights all cycled properly multiple times. Since a media attachment is required to submit, be advised that the attached picture is from Pearlridge side (w","07/08/2018 09:21:57 PM","07/09/2018 11:39:43 AM","(21.382663, -157.944740937)",2018-07-08 21:21:57,2018-07-09 11:39:43,"RoadSafety",51466s (~14.3 hours),0.0850958994708995
"106",547552,"Broken / Vandalized signs","Closed","Downed sign","07/07/2018 04:41:48 PM","07/09/2018 02:57:12 PM","(21.329878434, -157.869308324)",2018-07-07 16:41:48,2018-07-09 14:57:12,"RoadSafety",166524s (~1.93 days),0.275337301587302
"107",547534,"Trash","Closed","Brown couch and other furniture on side walk","07/07/2018 03:28:48 PM","07/09/2018 08:32:25 AM","(21.3088279, -157.8490466)",2018-07-07 15:28:48,2018-07-09 08:32:25,"Trash",147817s (~1.71 days),0.244406415343915
"108",547478,"Homeless","Closed","Black BMW with flat tire and broken tail lights parked on side of this street for at least 3 weeks.","07/07/2018 12:03:03 PM","07/09/2018 08:49:19 AM","(21.300299658, -157.859699552)",2018-07-07 12:03:03,2018-07-09 08:49:19,"Homeless",161176s (~1.87 days),0.266494708994709
"109",547471,"Trash","Closed","Across from the parking lot for the Honolulu Academy of Arts, there is furniture dumped by a parking sign","07/07/2018 11:39:16 AM","07/09/2018 08:32:45 AM","(21.303851081, -157.846570041)",2018-07-07 11:39:16,2018-07-09 08:32:45,"Trash",161609s (~1.87 days),0.267210648148148
"110",547466,"Trash","Closed","Single mattress on my the corner","07/07/2018 11:18:26 AM","07/09/2018 08:32:34 AM","(21.304301715, -157.847739355)",2018-07-07 11:18:26,2018-07-09 08:32:34,"Trash",162848s (~1.88 days),0.269259259259259
"111",547464,"Trash","Closed","Bulk pickup missed","07/07/2018 11:08:09 AM","07/09/2018 08:52:23 AM","(21.355815976, -158.09217348)",2018-07-07 11:08:09,2018-07-09 08:52:23,"Trash",164654s (~1.91 days),0.27224537037037
"112",547461,"Trash","Closed","I drove past Thurston Street and saw two locations with dumped mattresses. Sorry I donbt have the exact locations. One was on the mauka side of the street against a condo building. The other was on the makai side of the street against a fence","07/07/2018 10:56:10 AM","07/09/2018 08:33:15 AM","(21.307441557, -157.842586798)",2018-07-07 10:56:10,2018-07-09 08:33:15,"Trash",164225s (~1.9 days),0.271536044973545
"113",547455,"Trash","Closed","Couch, mattress, boxes","07/07/2018 10:35:21 AM","07/09/2018 08:34:11 AM","(21.307744425, -157.844133467)",2018-07-07 10:35:21,2018-07-09 08:34:11,"Trash",165530s (~1.92 days),0.273693783068783
"114",547448,"Trash","Closed","Couch and other furniture , it right next to a parking sign","07/07/2018 09:50:51 AM","07/09/2018 08:57:53 AM","(21.304378403, -157.836684985)",2018-07-07 09:50:51,2018-07-09 08:57:53,"Trash",169622s (~1.96 days),0.280459656084656
"115",547443,"Trash","Closed","On the makai side of the road , behind the parked cars, there are boxes, concrete blocks that were dumped. It looks like someone dumped construction materials . Also there is a really large cardboard box behind one of the parked cars on the mauka side of","07/07/2018 09:26:53 AM","07/09/2018 08:33:05 AM","(21.307964402, -157.843452477)",2018-07-07 09:26:53,2018-07-09 08:33:05,"Trash",169572s (~1.96 days),0.280376984126984
"116",547441,"Trash","Closed","Furniture, bedding , mattresses dumped right by a sign where it implies no dumping. This is on the makai side of the road","07/07/2018 09:23:13 AM","07/09/2018 08:32:54 AM","(21.307051388, -157.847161586)",2018-07-07 09:23:13,2018-07-09 08:32:54,"Trash",169781s (~1.97 days),0.280722552910053
"117",547432,"Light","Closed","Light is always on","07/07/2018 08:49:26 AM","07/09/2018 08:39:33 AM","(21.473896279, -158.010301023)",2018-07-07 08:49:26,2018-07-09 08:39:33,"RoadSafety",172207s (~1.99 days),0.284733796296296
"118",547424,"Trash","Closed","Rusted water heater in cardboard box","07/07/2018 08:07:24 AM","07/09/2018 08:33:59 AM","(21.307310813, -157.846116895)",2018-07-07 08:07:24,2018-07-09 08:33:59,"Trash",174395s (~2.02 days),0.288351521164021
"119",546740,"Trash","Closed","Bulky item pick up just leaves it there. This is the third time","07/05/2018 08:37:11 PM","07/06/2018 08:59:01 AM","(21.288422477, -157.818188189)",2018-07-05 20:37:11,2018-07-06 08:59:01,"Trash",44510s (~12.36 hours),0.0735945767195767
"120",546734,"Homeless","Closed","South bound side of the bridge, the homeless are starting to take over the sidewalk again with tents, belongings. They also tie up their fishing poles on the railings so the handle part of the pole is sticking about a foot into the sidewalk pathway while","07/05/2018 07:11:33 PM","07/06/2018 08:23:00 AM","(21.314207213, -157.887987126)",2018-07-05 19:11:33,2018-07-06 08:23:00,"Homeless",47487s (~13.19 hours),0.0785168650793651
"121",545921,"Trash","Closed","Mountain of trash dumped on the sidewalk behind the gray 1Aloha Contract Servicesb truck.","07/04/2018 10:06:43 AM","07/05/2018 08:03:07 AM","(21.321210419, -157.885317162)",2018-07-04 10:06:43,2018-07-05 08:03:07,"Trash",78984s (~21.94 hours),0.130595238095238
"122",545920,"Trash","Closed","Dumped furniture and trash","07/04/2018 09:43:15 AM","07/05/2018 08:02:57 AM","(21.321384614, -157.886299788)",2018-07-04 09:43:15,2018-07-05 08:02:57,"Trash",80382s (~22.33 hours),0.132906746031746
"123",545901,"Trash","Closed","Metal pieces","07/04/2018 08:56:35 AM","07/05/2018 08:02:49 AM","(21.321726613, -157.887847602)",2018-07-04 08:56:35,2018-07-05 08:02:49,"Trash",83174s (~23.1 hours),0.137523148148148
"124",545899,"Trash","Closed","Dumped trash bag","07/04/2018 08:49:22 AM","07/05/2018 08:02:41 AM","(21.321822278, -157.88826922)",2018-07-04 08:49:22,2018-07-05 08:02:41,"Trash",83599s (~23.22 hours),0.13822585978836
"125",545897,"Trash","Closed","Busted toilet","07/04/2018 08:44:57 AM","07/05/2018 08:02:32 AM","(21.321934161, -157.888511727)",2018-07-04 08:44:57,2018-07-05 08:02:32,"Trash",83855s (~23.29 hours),0.13864914021164
"126",545896,"Trash","Closed","Busted toilet","07/04/2018 08:44:05 AM","07/05/2018 08:02:20 AM","(21.321934161, -157.888511727)",2018-07-04 08:44:05,2018-07-05 08:02:20,"Trash",83895s (~23.3 hours),0.138715277777778
"127",545895,"Trash","Closed","Scrap car parts","07/04/2018 08:41:50 AM","07/05/2018 08:02:11 AM","(21.32195087, -157.888650834)",2018-07-04 08:41:50,2018-07-05 08:02:11,"Trash",84021s (~23.34 hours),0.138923611111111
"128",545891,"Trash","Closed","Scrap car parts and other trash","07/04/2018 08:34:32 AM","07/05/2018 08:02:02 AM","(21.322057579, -157.889156303)",2018-07-04 08:34:32,2018-07-05 08:02:02,"Trash",84450s (~23.46 hours),0.139632936507937
"129",545645,"Flooding","Closed","This is a re-request order about flooding on corner property of Mokuahi st and awanei st  ..I believe maybe a broken pipe underground due to continuously flowing..see pictures pls","07/03/2018 12:03:03 PM","07/03/2018 12:26:19 PM","(21.382908855, -158.001353538)",2018-07-03 12:03:03,2018-07-03 12:26:19,"Water",1396s (~23.27 minutes),0.00230820105820106
"130",544070,"Homeless","Closed","Vehicle abandoned for over a month.","06/30/2018 12:57:47 PM","07/02/2018 07:55:48 AM","(21.360454781, -158.0912361)",2018-06-30 12:57:47,2018-07-02 07:55:48,"Homeless",154681s (~1.79 days),0.255755621693122
"131",544069,"Homeless","Closed","Vehicle abandoned for over a month.","06/30/2018 12:56:15 PM","07/02/2018 07:55:40 AM","(21.360471832, -158.091239967)",2018-06-30 12:56:15,2018-07-02 07:55:40,"Homeless",154765s (~1.79 days),0.255894510582011
"132",543209,"Trash","Closed","illegally dumped items on both sides of street at the top of Mahailua","06/28/2018 10:43:32 AM","06/28/2018 10:54:30 AM","(21.332069479, -157.736348695)",2018-06-28 10:43:32,2018-06-28 10:54:30,"Trash",658s (~10.97 minutes),0.00108796296296296
"133",540937,"Trash","Closed","White chevy s10 truck","06/24/2018 06:37:44 PM","06/25/2018 09:04:16 AM","(21.392680809, -158.00705697)",2018-06-24 18:37:44,2018-06-25 09:04:16,"Trash",51992s (~14.44 hours),0.0859656084656085
"134",540845,"Broken / Vandalized signs","Closed","letters on street sign is coming off","06/24/2018 01:08:00 PM","06/25/2018 09:00:30 AM","(21.284625954, -157.83734636)",2018-06-24 13:08:00,2018-06-25 09:00:30,"RoadSafety",71550s (~19.88 hours),0.118303571428571
"135",538804,"Light","Closed","several light poles are out along the right side of the road as you yield from Kalanianaole onto Kamehameha","06/19/2018 09:39:42 PM","06/20/2018 07:54:26 AM","(21.375406443, -157.780779345)",2018-06-19 21:39:42,2018-06-20 07:54:26,"RoadSafety",36884s (~10.25 hours),0.0609854497354497
"136",538803,"Light","Closed","several light poles are out along the right side of the road as you yield from Kalanianaole onto Kamehameha","06/19/2018 09:39:32 PM","06/20/2018 07:54:19 AM","(21.375406443, -157.780779345)",2018-06-19 21:39:32,2018-06-20 07:54:19,"RoadSafety",36887s (~10.25 hours),0.0609904100529101
"137",538802,"Light","Closed","several light poles are out along the right side of the road as you yield from Kalanianaole onto Kamehameha","06/19/2018 09:39:15 PM","06/20/2018 07:54:00 AM","(21.375406443, -157.780779345)",2018-06-19 21:39:15,2018-06-20 07:54:00,"RoadSafety",36885s (~10.25 hours),0.0609871031746032
"138",538785,"Light","Closed","Light is very dim","06/19/2018 06:10:54 PM","06/20/2018 08:00:01 AM","(21.289958803, -157.800532074)",2018-06-19 18:10:54,2018-06-20 08:00:01,"RoadSafety",49747s (~13.82 hours),0.0822536375661376
"139",536991,"Pothole","Closed","Overpass from School street to Liliha Street","06/15/2018 12:25:52 PM","06/15/2018 12:35:59 PM","(21.32219216, -157.860652993)",2018-06-15 12:25:52,2018-06-15 12:35:59,"RoadSafety",607s (~10.12 minutes),0.00100363756613757
"140",536452,"Trash","Closed","Broken appliances left in front.  Witnessed tenant in back building dumping.   Name is John I believe.  Asian man balding wears baseball cap","06/14/2018 10:53:20 AM","06/14/2018 11:25:26 AM","(21.2814485, -157.8154032)",2018-06-14 10:53:20,2018-06-14 11:25:26,"Trash",1926s (~32.1 minutes),0.00318452380952381
"141",535876,"Light","Closed","test","06/13/2018 10:06:08 AM","06/13/2018 10:19:53 AM","(21.3045367, -157.8564895)",2018-06-13 10:06:08,2018-06-13 10:19:53,"RoadSafety",825s (~13.75 minutes),0.0013640873015873
"142",535455,"Trash","Closed","Both sides of the street littered with trash and tent cities.  Unable to walk using sidewalks","06/12/2018 05:26:43 PM","06/13/2018 10:30:40 AM","(21.3016311, -157.8576977)",2018-06-12 17:26:43,2018-06-13 10:30:40,"Trash",61437s (~17.07 hours),0.101582341269841
"143",535453,"Trash","Closed","Both sides of the street littered with trash and tent cities.  Unable to walk using sidewalks","06/12/2018 05:25:14 PM","06/13/2018 10:30:33 AM","(21.3016311, -157.8576977)",2018-06-12 17:25:14,2018-06-13 10:30:33,"Trash",61519s (~17.09 hours),0.101717923280423
"144",535392,"Tree","Closed","Overgrown weeds and grass along whole street. Fire hazard.","06/12/2018 02:21:24 PM","06/12/2018 02:33:06 PM","(21.306072882, -157.850446666)",2018-06-12 14:21:24,2018-06-12 14:33:06,"Tree",702s (~11.7 minutes),0.00116071428571429
"145",535390,"Tree","Closed","Overgrown weeds and grass along whole street. Fire hazard.","06/12/2018 02:13:09 PM","06/12/2018 02:32:40 PM","(21.306041976, -157.850387573)",2018-06-12 14:13:09,2018-06-12 14:32:40,"Tree",1171s (~19.52 minutes),0.00193617724867725
"146",535387,"Tree","Closed","Street parking along the whole Kinalau Street, overgrown weeds and grass was poisoned but now itgs dead and a fire hazard.","06/12/2018 02:11:55 PM","06/12/2018 02:30:54 PM","(21.306041976, -157.850387573)",2018-06-12 14:11:55,2018-06-12 14:30:54,"Tree",1139s (~18.98 minutes),0.0018832671957672
"147",535386,"Tree","Closed","Street parking along the whole Kinalau Street, overgrown weeds and grass was poisoned but now itds dead and a fire hazard.","06/12/2018 02:11:47 PM","06/12/2018 02:30:21 PM","(21.306041976, -157.850387573)",2018-06-12 14:11:47,2018-06-12 14:30:21,"Tree",1114s (~18.57 minutes),0.00184193121693122
"148",535385,"Tree","Closed","Street parking along the whole Kinalau Street, overgrown weeds and grass was poisoned but now itds dead and a fire hazard.","06/12/2018 02:11:22 PM","06/12/2018 02:29:59 PM","(21.306106561, -157.850381541)",2018-06-12 14:11:22,2018-06-12 14:29:59,"Tree",1117s (~18.62 minutes),0.00184689153439153
"149",535384,"Tree","Closed","Street parking along the whole Kinalau Street, overgrown weeds and grass was poisoned but now itds dead and a fire hazard.","06/12/2018 02:11:06 PM","06/12/2018 02:29:37 PM","(21.306106561, -157.850381541)",2018-06-12 14:11:06,2018-06-12 14:29:37,"Tree",1111s (~18.52 minutes),0.0018369708994709
"150",533906,"Light","Closed","Broken Street Light","06/10/2018 02:37:29 AM","06/12/2018 08:05:54 AM","(21.674332434, -157.956926364)",2018-06-10 02:37:29,2018-06-12 08:05:54,"RoadSafety",192505s (~2.23 days),0.318295304232804
